Card_Name,Set,Card_type1,Card_type2,Modal,Mana_Cost,CMC,Phyrexian_Mana,Color,Rarity,Price
Akroma's Blessing,VMA,Instant,,no,2W,3.0,no,W,U,0.27
Akroma's Devoted,LGN,Creature,,no,3W,4.0,no,W,U,0.25
Akroma's Memorial,TSR,LegendaryArtifact,,no,7,7.0,no,colorless,M,11.85
Akroma's Vengeance,C20,Sorcery,,no,4WW,6.0,no,W,R,0.23
Akroma's Will,CMR,Instant,,no,3W,4.0,no,W,R,7.21
"Akroma, Vision of Ixidor",CMR,LegendaryCreature,,no,5WW,7.0,no,W,M,2.84
Akron Legionnaire,ME3,Creature,,no,6WW,8.0,no,W,R,0.24
Aku Djinn,VIS,Creature,,no,3BB,5.0,no,B,R,1.85
"Akuta, Born of Ash",SOK,LegendaryCreature,,no,2BB,4.0,no,B,R,0.26
Al-abara's Carpet,ME4,Artifact,,no,5,5.0,no,colorless,R,135.8
Alabaster Dragon,WTH,Creature,,no,4WW,6.0,no,W,R,0.88
Alabaster Kirin,KTK,Creature,,no,3W,4.0,no,W,C,0.02
Alabaster Leech,INV,Creature,,no,W,1.0,no,W,R,0.28
Alabaster Mage,2XM,Creature,,no,1W,2.0,no,W,C,0.01
Alabaster Potion,ME3,Instant,,no,XWW,2.0,no,W,U,0.08
Alabaster Wall,MMQ,Creature,,no,2W,3.0,no,W,C,0.1
Alaborn Cavalier,DDG,Creature,,no,2WW,4.0,no,W,U,0.1
Alaborn Grenadier,P02,Creature,,no,WW,2.0,no,W,C,0.24
Alaborn Musketeer,ME4,Creature,,no,1W,2.0,no,W,C,0.25
Alaborn Trooper,ME4,Creature,,no,2W,3.0,no,W,C,0.15
Alaborn Veteran,P02,Creature,,no,2W,3.0,no,W,R,0.68
Alaborn Zealot,P02,Creature,,no,W,1.0,no,W,U,1.9
Aladdin,ME4,Creature,,no,2RR,4.0,no,R,R,0.7
Aladdin's Lamp,4ED,Artifact,,no,10,1.0,no,colorless,R,0.24
Aladdin's Ring,9ED,Artifact,,no,8,8.0,no,colorless,R,0.23
Alarum,MIR,Instant,,no,1W,2.0,no,W,C,0.06
Albino Troll,GVL,Creature,,no,1G,2.0,no,G,U,0.07
Alchemist's Apprentice,AVR,Creature,,no,1U,2.0,no,U,C,0.07
Alchemist's Gambit,VOW,Sorcery,,no,1RR,3.0,no,R,R,0.34
Alchemist's Gift,M21,Instant,,no,B,1.0,no,B,C,0.04
Alchemist's Greeting,C19,Sorcery,,no,4R,5.0,no,R,C,0.05
Alchemist's Refuge,AVR,Land,,no,,0.0,no,colorless,R,3.67
Alchemist's Retrieval,VOW,Instant,,no,U,1.0,no,U,C,0.09
Alchemist's Vial,ORI,Artifact,,no,2,2.0,no,colorless,C,0.14
Alchor's Tomb,ME4,Artifact,,no,4,4.0,no,colorless,R,50.34
Aleatory,MIR,Instant,,no,1R,2.0,no,R,U,0.24
"Alela, Artful Provocateur",NCC,LegendaryCreature,,no,1WUB,4.0,no,WUB,M,0.68
"Alena, Kessig Trapper",CMR,LegendaryCreature,,no,4R,5.0,no,R,U,0.08
Alert Heedbonder,IKO,Creature,,no,1GWGW,5.0,no,WG,U,0.03
Alert Shu Infantry,PTK,Creature,,no,2W,3.0,no,W,U,17.02
Alesha's Vanguard,FRF,Creature,,no,3B,4.0,no,B,C,0.03
"Alesha, Who Smiles at Death",C20,LegendaryCreature,,no,2R,3.0,no,R,R,0.15
Alexi's Cloak,PCY,Enchantment,,no,1U,2.0,no,U,C,0.28
"Alexi, Zephyr Mage",PCY,LegendaryCreature,,no,3UU,5.0,no,U,R,0.47
Algae Gharial,MM2,Creature,,no,3G,4.0,no,G,U,0.07
"Alhammarret, High Arbiter",ORI,LegendaryCreature,,no,5UU,7.0,no,U,R,0.21
Alhammarret's Archive,C21,LegendaryArtifact,,no,5,5.0,no,colorless,M,5.78
"Alharu, Solemn Ritualist",CMR,LegendaryCreature,,no,4W,5.0,no,W,U,0.07
Ali Baba,4ED,Creature,,no,R,1.0,no,R,U,0.13
Aliban's Tower,HML,Instant,,no,1R,2.0,no,R,C,0.09
"Alibou, Ancient Witness",C21,LegendaryArtifactCreature,,no,3RW,5.0,no,WR,M,0.4
Ali from Cairo,ME4,Creature,,no,2RR,4.0,no,R,R,569.0
Aligned Hedron Network,BFZ,Artifact,,no,4,4.0,no,colorless,R,0.15
"Alirios, Enraptured",THB,LegendaryCreature,,no,2U,3.0,no,U,U,0.04
A Little Chat,SNC,Instant,,no,1U,2.0,no,U,U,0.06
Alive//Well,DGM,Sorcery,Sorcery,yes,3GW,5.0,no,WG,U,0.1
Allay,EXO,Instant,,no,1W,2.0,no,W,C,0.1
Alley Evasion,AER,Instant,,no,W,1.0,no,W,C,0.03
Alley Grifters,MMQ,Creature,,no,1BB,3.0,no,B,C,0.14
Alley Strangler,AER,Creature,,no,2B,3.0,no,B,C,0.05
All Hallow's Eve,ME3,Sorcery,,no,2BB,4.0,no,B,R,762.46
Alliance of Arms,CMD,Sorcery,,no,W,1.0,no,W,R,6.98
Allied Assault,ZNR,Instant,,no,2W,3.0,no,W,U,0.01
Allied Reinforcements,OGW,Sorcery,,no,3W,4.0,no,W,U,0.1
Allied Strategies,DDE,Sorcery,,no,4U,5.0,no,U,U,0.13
All Is Dust,UMA,TribalSorcery,,no,7,7.0,no,colorless,R,6.75
Allosaurus Rider,EVG,Creature,,no,5GG,7.0,no,G,R,0.43
Allosaurus Shepherd,JMP,Creature,,no,G,1.0,no,G,M,49.88
Alloy Golem,INV,ArtifactCreature,,no,6,6.0,no,colorless,U,0.14
Alloy Myr,JMP,ArtifactCreature,,no,3,3.0,no,colorless,C,0.21
All-Seeing Arbiter,SNC,Creature,,no,4UU,6.0,no,U,M,0.29
All Suns' Dawn,MM2,Sorcery,,no,4G,5.0,no,G,R,0.33
All That Glitters,ELD,Enchantment,,no,1W,2.0,no,W,U,1.18
Allure of the Unknown,THB,Sorcery,,no,3BR,5.0,no,BR,R,0.08
Alluring Scent,ME4,Sorcery,,no,1GG,3.0,no,G,C,1.01
Alluring Siren,M12,Creature,,no,1U,2.0,no,U,U,0.05
Alluring Suitor//Deadly Dancer,VOW,Creature,Creature,yes,2R,3.0,no,R,U,0.01
Ally Encampment,BFZ,Land,,no,,0.0,no,colorless,R,0.2
Almighty Brushwagg,IKO,Creature,,no,G,1.0,no,G,C,0.03
Alms,WTH,Enchantment,,no,W,1.0,no,W,C,0.08
Alms Beast,GTC,Creature,,no,2WB,4.0,no,WB,R,0.11
Alms Collector,C17,Creature,,no,3W,4.0,no,W,R,10.26
Alms of the Vein,SOI,Sorcery,,no,2B,3.0,no,B,C,0.23
Alpha Authority,GTC,Enchantment,,no,1G,2.0,no,G,U,0.55
Alpha Brawl,DKA,Sorcery,,no,6RR,8.0,no,R,R,0.24
Alpha Kavu,PLS,Creature,,no,2G,3.0,no,G,U,0.03
Alpha Myr,MRD,ArtifactCreature,,no,2,2.0,no,colorless,C,0.12
Alpha Status,SCG,Enchantment,,no,2G,3.0,no,G,U,3.54
Alpha Tyrranax,SOM,Creature,,no,4GG,6.0,no,G,C,0.04
Alpine Grizzly,KTK,Creature,,no,2G,3.0,no,G,C,0.11
Alpine Guide,MH1,SnowCreature,,no,2R,3.0,no,R,U,0.03
Alpine Houndmaster,M21,Creature,,no,RW,2.0,no,WR,U,0.12
Alpine Meadow,KHM,SnowLand,,no,,0.0,no,colorless,C,0.25
Alpine Moon,M19,Enchantment,,no,R,1.0,no,R,R,7.14
Alpine Watchdog,M21,Creature,,no,1W,2.0,no,W,C,0.05
"Alrund, God of the Cosmos//Hakka, Whispering Raven",KHM,LegendaryCreature,LegendaryCreature,yes,3UU1U,7.0,no,U,M,0.44
Alrund's Epiphany,KHM,Sorcery,,no,5UU,7.0,no,U,M,3.34
Alseid of Life's Bounty,THB,EnchantmentCreature,,no,W,1.0,no,W,U,0.18
Altac Bloodseeker,M15,Creature,,no,1R,2.0,no,R,U,0.08
Altar Golem,EVE,ArtifactCreature,,no,7,7.0,no,colorless,R,0.37
Altar of Bone,ICE,Sorcery,,no,GW,2.0,no,WG,R,9.5
Altar of Dementia,MH1,Artifact,,no,2,2.0,no,colorless,R,8.45
Altar of Shadows,MRD,Artifact,,no,7,7.0,no,colorless,R,0.32
Altar of the Brood,KTK,Artifact,,no,1,1.0,no,colorless,R,5.72
Altar of the Goyf,MH2,TribalArtifact,,no,5,5.0,no,colorless,U,0.03
Altar of the Lost,DKA,Artifact,,no,3,3.0,no,colorless,U,0.08
Altar of the Pantheon,THB,Artifact,,no,3,3.0,no,colorless,C,0.05
Altar's Light,MRD,Instant,,no,2WW,4.0,no,W,U,0.1
Altar's Reap,CMA,Instant,,no,1B,2.0,no,B,C,0.07
Altered Ego,SOI,Creature,,no,X2GU,4.0,no,UG,R,0.62
Alter Reality,TOR,Instant,,no,1U,2.0,no,U,R,1.5
Aluren,TPR,Enchantment,,no,2GG,4.0,no,G,R,75.61
Always Watching,GNT,Enchantment,,no,1WW,3.0,no,W,R,0.85
Amaranthine Wall,DOM,ArtifactCreature,,no,4,4.0,no,colorless,U,0.2
"Amareth, the Lustrous",CMR,LegendaryCreature,,no,3GWU,6.0,no,WUG,R,0.17
Amass the Components,IMA,Sorcery,,no,3U,4.0,no,U,C,0.05
Ambassador Laquatus,10E,LegendaryCreature,,no,1UU,3.0,no,U,R,1.07
Ambassador Oak,JMP,Creature,,no,3G,4.0,no,G,C,0.01
Amber Prison,6ED,Artifact,,no,4,4.0,no,colorless,R,0.32
Ambition's Cost,C21,Sorcery,,no,3B,4.0,no,B,U,0.21
Ambitious Aetherborn,KLD,Creature,,no,4B,5.0,no,B,C,0.01
Ambitious Assault,NEO,Instant,,no,2R,3.0,no,R,C,0.02
Ambitious Farmhand//Seasoned Cathar,MID,Creature,Creature,yes,1W,2.0,no,W,U,0.09
Ambuscade,HOU,Instant,,no,2G,3.0,no,G,C,0.1
Ambuscade Shaman,DTK,Creature,,no,2B,3.0,no,B,U,0.1
Ambush,HML,Instant,,no,3R,4.0,no,R,C,0.13
Ambush Commander,EVG,Creature,,no,3GG,5.0,no,G,R,1.58
Ambush Krotiq,FRF,Creature,,no,5G,6.0,no,G,C,0.01
Ambush Party,ME2,Creature,,no,4R,5.0,no,R,C,0.07
Ambush Viper,CMR,Creature,,no,1G,2.0,no,G,C,0.04
Aminatou's Augury,C18,Sorcery,,no,6UU,8.0,no,U,R,1.8
"Aminatou, the Fateshifter",C18,LegendaryPlaneswalker,,no,WUB,3.0,no,WUB,M,1.54
Ammit Eternal,HOU,Creature,,no,2B,3.0,no,B,R,0.29
Amnesia,ME1,Sorcery,,no,3UUU,6.0,no,U,R,3.23
Amoeboid Changeling,LRW,Creature,,no,1U,2.0,no,U,C,0.5
Amok,STH,Enchantment,,no,1R,2.0,no,R,R,0.22
Amorphous Axe,CMR,Artifact,,no,2,2.0,no,colorless,C,0.01
Amphibious Kavu,PLS,Creature,,no,2G,3.0,no,G,C,0.09
Amphin Cutthroat,M12,Creature,,no,3U,4.0,no,U,C,0.02
Amphin Mutineer,CMR,Creature,,no,3U,4.0,no,U,R,0.58
Amphin Pathmage,M15,Creature,,no,3U,4.0,no,U,C,0.08
Amplifire,RNA,Creature,,no,2RR,4.0,no,R,R,0.08
Ampryn Tactician,ORI,Creature,,no,2WW,4.0,no,W,C,0.04
Amrou Kithkin,ME3,Creature,,no,WW,2.0,no,W,C,0.46
Amrou Scout,TSR,Creature,,no,1W,2.0,no,W,C,0.01
Amrou Seekers,TSR,Creature,,no,2W,3.0,no,W,C,0.01
Amugaba,ODY,Creature,,no,5UU,7.0,no,U,R,0.26
Amulet of Kroog,ME4,Artifact,,no,2,2.0,no,colorless,C,0.04
Amulet of Safekeeping,M19,Artifact,,no,2,2.0,no,colorless,R,0.16
Amulet of Unmaking,MIR,Artifact,,no,5,5.0,no,colorless,R,1.94
Amulet of Vigor,WWK,Artifact,,no,1,1.0,no,colorless,R,23.65
Anaba Ancestor,ME3,Creature,,no,1R,2.0,no,R,C,1.35
Anaba Bodyguard,10E,Creature,,no,3R,4.0,no,R,C,0.07
Anaba Shaman,9ED,Creature,,no,3R,4.0,no,R,C,0.07
Anaba Spirit Crafter,ME3,Creature,,no,2RR,4.0,no,R,C,2.56
Ana Battlemage,PLC,Creature,,no,2G,3.0,no,G,U,0.19
Anaconda,9ED,Creature,,no,3G,4.0,no,G,U,0.12
Ana Disciple,APC,Creature,,no,G,1.0,no,G,C,0.09
"Anafenza, Kin-Tree Spirit",DTK,LegendaryCreature,,no,WW,2.0,no,W,R,1.46
"Anafenza, the Foremost",KTK,LegendaryCreature,,no,WBG,3.0,no,WBG,M,1.37
"Anara, Wolvid Familiar",CMR,LegendaryCreature,,no,3G,4.0,no,G,U,0.12
Anarchist,TPR,Creature,,no,4R,5.0,no,R,C,0.1
Anarchy,ME2,Sorcery,,no,2RR,4.0,no,R,R,0.32
Ana Sanctuary,APC,Enchantment,,no,2G,3.0,no,G,U,0.14
Anathemancer,ARB,Creature,,no,1BR,3.0,no,BR,U,0.25
Anavolver,APC,Creature,,no,3G,4.0,no,G,R,0.24
Anax and Cymede,THS,LegendaryCreature,,no,1RW,3.0,no,WR,R,0.23
"Anax, Hardened in the Forge",THB,LegendaryEnchantmentCreature,,no,1RR,3.0,no,R,U,0.09
Ancestor Dragon,GS1,Creature,,no,4WW,6.0,no,W,R,3.36
Ancestor's Chosen,UMA,Creature,,no,5WW,7.0,no,W,U,0.05
Ancestor's Prophet,ONS,Creature,,no,4W,5.0,no,W,R,0.28
Ancestral Anger,VOW,Sorcery,,no,R,1.0,no,R,C,0.16
Ancestral Blade,CMR,Artifact,,no,1W,2.0,no,W,C,0.01
Ancestral Katana,NEO,Artifact,,no,1W,2.0,no,W,C,0.03
Ancestral Knowledge,WTH,Enchantment,,no,1U,2.0,no,U,R,14.81
Ancestral Mask,EMA,Enchantment,,no,2G,3.0,no,G,U,2.54
Ancestral Memories,7ED,Sorcery,,no,2UUU,5.0,no,U,R,0.18
Ancestral Statue,JMP,ArtifactCreature,,no,4,4.0,no,colorless,C,0.14
Ancestral Tribute,ODY,Sorcery,,no,5WW,7.0,no,W,R,0.26
Ancestral Vengeance,FRF,Enchantment,,no,BB,2.0,no,B,C,0.02
Ancestral Vision,TSR,Sorcery,,no,,0.0,no,U,M,2.69
Anchor to Reality,NEO,Sorcery,,no,2UU,4.0,no,U,U,0.15
Anchor to the Aether,ORI,Sorcery,,no,2U,3.0,no,U,U,0.09
Ancient Amphitheater,CM2,Land,,no,,0.0,no,colorless,R,0.48
Ancient Animus,CMR,Instant,,no,1G,2.0,no,G,C,0.02
Ancient Brontodon,XLN,Creature,,no,6GG,8.0,no,G,C,0.09
Ancient Carp,DTK,Creature,,no,4U,5.0,no,U,C,0.02
Ancient Crab,AKH,Creature,,no,1UU,3.0,no,U,C,0.03
Ancient Craving,VOC,Sorcery,,no,3B,4.0,no,B,U,0.12
Ancient Den,C21,ArtifactLand,,no,,0.0,no,colorless,C,0.74
Ancient Excavation,CM2,Instant,,no,2UB,4.0,no,UB,U,1.03
Ancient Greenwarden,ZNR,Creature,,no,4GG,6.0,no,G,M,8.79
Ancient Grudge,TSR,Instant,,no,1R,2.0,no,R,C,0.15
Ancient Hellkite,M11,Creature,,no,4RRR,7.0,no,R,R,0.24
Ancient Hydra,NEM,Creature,,no,4R,5.0,no,R,U,0.18
Ancient Kavu,INV,Creature,,no,3R,4.0,no,R,C,0.09
Ancient Lumberknot,VOW,Creature,,no,2BG,4.0,no,BG,U,0.09
Ancient Ooze,SCG,Creature,,no,5GG,7.0,no,G,R,3.09
Ancient Runes,TMP,Enchantment,,no,2R,3.0,no,R,U,2.88
Ancient Silverback,M15,Creature,,no,4GG,6.0,no,G,U,0.06
Ancient Spider,PLS,Creature,,no,2GW,4.0,no,WG,R,0.31
Ancient Spring,INV,Land,,no,,0.0,no,colorless,C,0.12
Ancient Stirrings,2XM,Sorcery,,no,G,1.0,no,G,C,0.2
Ancient Stone Idol,C18,ArtifactCreature,,no,10,1.0,no,colorless,R,6.0
Ancient Tomb,UMA,Land,,no,,0.0,no,colorless,R,24.18
Ancient Ziggurat,CON,Land,,no,,0.0,no,colorless,U,3.38
Andradite Leech,INV,Creature,,no,2B,3.0,no,B,R,0.27
Angelfire Crusader,APC,Creature,,no,3W,4.0,no,W,C,0.07
Angelfire Ignition,MID,Sorcery,,no,1RW,3.0,no,WR,R,0.27
Angelheart Protector,ZNR,Creature,,no,2W,3.0,no,W,C,0.02
Angelheart Vial,ROE,Artifact,,no,5,5.0,no,colorless,R,0.37
Angelic Accord,IMA,Enchantment,,no,3W,4.0,no,W,U,0.72
Angelic Arbiter,JMP,Creature,,no,5WW,7.0,no,W,R,1.09
Angelic Armaments,CMR,Artifact,,no,3,3.0,no,colorless,U,0.01
Angelic Ascension,M21,Instant,,no,1W,2.0,no,W,U,0.06
Angelic Benediction,DVD,Enchantment,,no,3W,4.0,no,W,U,0.12
Angelic Blessing,TPR,Sorcery,,no,2W,3.0,no,W,C,0.05
Angelic Captain,BFZ,Creature,,no,3RW,5.0,no,WR,R,0.13
Angelic Chorus,BBD,Enchantment,,no,3WW,5.0,no,W,R,2.81
Angelic Curator,MH2,Creature,,no,1W,2.0,no,W,U,0.08
Angelic Destiny,M12,Enchantment,,no,2WW,4.0,no,W,M,5.63
Angelic Edict,JMP,Sorcery,,no,4W,5.0,no,W,C,0.02
Angelic Exaltation,RNA,Enchantment,,no,3W,4.0,no,W,U,0.1
Angelic Favor,NEM,Instant,,no,3W,4.0,no,W,U,0.13
Angelic Field Marshal,C14,Creature,,no,2WW,4.0,no,W,R,17.22
Angelic Gift,AFC,Enchantment,,no,1W,2.0,no,W,C,0.02
Angelic Guardian,M20,Creature,,no,4WW,6.0,no,W,R,1.78
Angelic Observer,SNC,Creature,,no,5W,6.0,no,W,U,0.02
Angelic Overseer,ISD,Creature,,no,3WW,5.0,no,W,M,2.04
Angelic Page,JMP,Creature,,no,1W,2.0,no,W,C,0.13
Angelic Protector,TPR,Creature,,no,3W,4.0,no,W,U,0.19
Angelic Purge,SOI,Sorcery,,no,2W,3.0,no,W,C,0.12
Angelic Quartermaster,VOW,Creature,,no,3WW,5.0,no,W,U,0.04
Angelic Renewal,UMA,Enchantment,,no,1W,2.0,no,W,C,0.22
Angelic Shield,DDI,Enchantment,,no,WU,2.0,no,WU,U,0.29
Angelic Skirmisher,GTC,Creature,,no,4WW,6.0,no,W,R,1.07
Angelic Sleuth,NCC,Creature,,no,2W,3.0,no,W,R,0.46
Angelic Voices,ME4,Enchantment,,no,2WW,4.0,no,W,U,0.3
Angelic Wall,M14,Creature,,no,1W,2.0,no,W,C,0.11
Angel of Condemnation,HOU,Creature,,no,2WW,4.0,no,W,R,0.51
Angel of Deliverance,SOI,Creature,,no,6WW,8.0,no,W,R,0.14
Angel of Despair,UMA,Creature,,no,3WWBB,7.0,no,WB,U,0.65
Angel of Destiny,ZNR,Creature,,no,3WW,5.0,no,W,M,3.86
Angel of Finality,AFC,Creature,,no,3W,4.0,no,W,R,0.11
Angel of Flight Alabaster,VOC,Creature,,no,4W,5.0,no,W,R,0.11
Angel of Fury,ME2,Creature,,no,4WW,6.0,no,W,R,2.48
Angel of Glory's Rise,MIC,Creature,,no,5WW,7.0,no,W,R,0.28
Angel of Grace,RNA,Creature,,no,3WW,5.0,no,W,M,0.92
Angel of Invention,KLD,Creature,,no,3WW,5.0,no,W,M,3.52
Angel of Jubilation,AVR,Creature,,no,1WWW,4.0,no,W,R,10.35
Angel of Light,ME2,Creature,,no,4W,5.0,no,W,U,3.51
Angel of Mercy,JMP,Creature,,no,4W,5.0,no,W,C,0.06
Angel of Renewal,BFZ,Creature,,no,5W,6.0,no,W,U,0.12
Angel of Retribution,BBD,Creature,,no,6W,7.0,no,W,U,0.08
Angel of Salvation,TSR,Creature,,no,6WW,8.0,no,W,R,0.17
Angel of Sanctions,C19,Creature,,no,3WW,5.0,no,W,M,0.44
Angel of Serenity,C21,Creature,,no,4WWW,7.0,no,W,M,0.27
Angel of Suffering,SNC,Creature,,no,3BB,5.0,no,B,M,1.06
Angel of the Dawn,CMR,Creature,,no,4W,5.0,no,W,C,0.02
Angel of the Dire Hour,JMP,Creature,,no,5WW,7.0,no,W,R,0.67
Angel of the God-Pharaoh,HOU,Creature,,no,4WW,6.0,no,W,U,0.11
Angel of the Ruins,C21,ArtifactCreature,,no,5WW,7.0,no,W,R,1.09
Angel of Vitality,M20,Creature,,no,2W,3.0,no,W,U,1.62
Angel's Feather,DVD,Artifact,,no,2,2.0,no,colorless,U,0.1
Angel's Grace,TSR,Instant,,no,W,1.0,no,W,R,2.46
Angel's Herald,ALA,Creature,,no,W,1.0,no,W,U,0.05
Angel's Mercy,M13,Instant,,no,2WW,4.0,no,W,C,0.06
Angelsong,DVD,Instant,,no,1W,2.0,no,W,C,0.23
Angel's Tomb,ORI,Artifact,,no,3,3.0,no,colorless,U,0.11
Angel's Trumpet,ULG,Artifact,,no,3,3.0,no,colorless,U,2.98
Anger,AFC,Creature,,no,3R,4.0,no,R,U,2.51
Anger of the Gods,IMA,Sorcery,,no,1RR,3.0,no,R,R,1.11
Angler Drake,AKH,Creature,,no,4UU,6.0,no,U,U,0.06
Angler Turtle,G18,Creature,,no,5UU,7.0,no,U,R,0.97
"Angrath, Captain of Chaos",WAR,LegendaryPlaneswalker,,no,2BRBR,6.0,no,BR,U,0.18
"Angrath, Minotaur Pirate",RIX,LegendaryPlaneswalker,,no,4BR,6.0,no,BR,M,3.69
Angrath's Ambusher,RIX,Creature,,no,2B,3.0,no,B,U,0.16
Angrath's Fury,RIX,Sorcery,,no,3BR,5.0,no,BR,R,0.23
Angrath's Marauders,XLN,Creature,,no,5RR,7.0,no,R,R,0.97
Angrath's Rampage,WAR,Sorcery,,no,BR,2.0,no,BR,U,0.17
"Angrath, the Flame-Chained",RIX,LegendaryPlaneswalker,,no,3BR,5.0,no,BR,M,6.24
Angry Mob,ME1,Creature,,no,2WW,4.0,no,W,U,0.15
Anguished Unmaking,SOI,Instant,,no,1WB,3.0,no,WB,R,8.14
Angus Mackenzie,ME3,LegendaryCreature,,no,GWU,3.0,no,WUG,R,498.29
An-Havva Constable,5ED,Creature,,no,1GG,3.0,no,G,R,0.23
An-Havva Inn,HML,Sorcery,,no,1GG,3.0,no,G,U,0.24
An-Havva Township,HML,Land,,no,,0.0,no,colorless,U,0.21
"Anhelo, the Painter",NCC,LegendaryCreature,,no,UBR,3.0,no,UBR,M,0.57
Animal Boneyard,ODY,Enchantment,,no,2W,3.0,no,W,U,0.23
Animal Magnetism,ONS,Sorcery,,no,4G,5.0,no,G,R,0.23
Animal Sanctuary,M21,Land,,no,,0.0,no,colorless,R,0.74
"Animar, Soul of Elements",A25,LegendaryCreature,,no,GUR,3.0,no,URG,M,4.85
Animate Artifact,ME4,Enchantment,,no,3U,4.0,no,U,U,0.11
Animate Dead,EMA,Enchantment,,no,1B,2.0,no,B,U,4.26
Animate Land,NEM,Instant,,no,G,1.0,no,G,U,0.25
Animate Wall,ME1,Enchantment,,no,W,1.0,no,W,U,0.24
Animating Faerie//Bring to Life,ELD,Creature,Sorcery,yes,2U2U,6.0,no,U,U,0.06
Animation Module,KLD,Artifact,,no,1,1.0,no,colorless,R,0.77
Animist's Awakening,C20,Sorcery,,no,XG,1.0,no,G,R,0.68
Animus of Predation,CN2,Creature,,no,4G,5.0,no,G,U,0.07
Anje Falkenrath,C19,LegendaryCreature,,no,1BR,3.0,no,BR,M,0.63
"Anje, Maid of Dishonor",VOW,LegendaryCreature,,no,2BR,4.0,no,BR,R,0.2
Anje's Ravager,VOC,Creature,,no,2R,3.0,no,R,R,0.36
Ankh of Mishra,VMA,Artifact,,no,2,2.0,no,colorless,R,0.99
Ankle Shanker,C16,Creature,,no,2RWB,5.0,no,WBR,R,0.25
Annex,9ED,Enchantment,,no,2UU,4.0,no,U,U,0.2
Annihilate,EMA,Instant,,no,3BB,5.0,no,B,U,0.05
Annihilating Fire,RTR,Instant,,no,1RR,3.0,no,R,C,0.03
Annoyed Altisaur,CMR,Creature,,no,5GG,7.0,no,G,C,0.09
Annul,KHM,Instant,,no,U,1.0,no,U,C,0.05
Anodet Lurker,5DN,ArtifactCreature,,no,5,5.0,no,colorless,C,0.04
An Offer You Can't Refuse,SNC,Instant,,no,U,1.0,no,U,U,1.39
Anoint,TPR,Instant,,no,W,1.0,no,W,C,0.04
Anointed Chorister,M21,Creature,,no,W,1.0,no,W,C,0.02
Anointed Deacon,XLN,Creature,,no,4B,5.0,no,B,C,0.02
Anointed Procession,AKH,Enchantment,,no,3W,4.0,no,W,R,26.81
Anointer of Champions,E01,Creature,,no,W,1.0,no,W,U,0.09
Anointer of Valor,CMR,Creature,,no,5W,6.0,no,W,C,0.01
Anointer Priest,AKH,Creature,,no,1W,2.0,no,W,C,0.1
"Anowon, the Ruin Sage",VOC,LegendaryCreature,,no,3BB,5.0,no,B,R,0.19
"Anowon, the Ruin Thief",ZNC,LegendaryCreature,,no,2UB,4.0,no,UB,M,0.49
Answered Prayers,MH1,Enchantment,,no,1WW,3.0,no,W,C,0.07
Antagonism,USG,Enchantment,,no,3R,4.0,no,R,R,0.29
Antagonize,SNC,Instant,,no,1R,2.0,no,R,C,0.01
Anthem of Rakdos,DIS,Enchantment,,no,2BRR,5.0,no,BR,R,0.51
"Anthousa, Setessan Hero",THS,LegendaryCreature,,no,3GG,5.0,no,G,R,0.1
Anthroplasm,ULG,Creature,,no,2UU,4.0,no,U,R,0.26
Anticipate,IKO,Instant,,no,1U,2.0,no,U,C,0.01
Anticognition,ZNR,Instant,,no,1U,2.0,no,U,C,0.03
Anti-Magic Aura,5ED,Enchantment,,no,2U,3.0,no,U,U,0.2
Antler Skulkin,EVE,ArtifactCreature,,no,5,5.0,no,colorless,C,0.24
Ant Queen,MM2,Creature,,no,3GG,5.0,no,G,R,1.07
Anurid Barkripper,JUD,Creature,,no,1GG,3.0,no,G,C,0.12
Anurid Brushhopper,JUD,Creature,,no,1GW,3.0,no,WG,R,0.23
Anurid Murkdiver,ONS,Creature,,no,4BB,6.0,no,B,C,0.06
Anurid Scavenger,TOR,Creature,,no,2G,3.0,no,G,U,0.21
Anurid Swarmsnapper,JUD,Creature,,no,2G,3.0,no,G,U,0.22
Anvil of Bogardan,VIS,Artifact,,no,2,2.0,no,colorless,R,44.27
Anvilwrought Raptor,M20,ArtifactCreature,,no,4,4.0,no,colorless,C,0.02
"Anya, Merciless Angel",CM2,LegendaryCreature,,no,3RW,5.0,no,WR,M,2.8
An-Zerrin Ruins,ME2,Enchantment,,no,2RR,4.0,no,R,R,2.52
"Ao, the Dawn Sky",NEO,LegendaryCreature,,no,3WW,5.0,no,W,M,1.06
Apathy,WTH,Enchantment,,no,U,1.0,no,U,C,0.09
Apes of Rath,TMP,Creature,,no,2GG,4.0,no,G,U,0.24
Apex Altisaur,C19,Creature,,no,7GG,9.0,no,G,R,5.03
Apex Devastator,CMR,Creature,,no,8GG,10.0,no,G,M,6.8
Apex Hawks,CNS,Creature,,no,2W,3.0,no,W,C,0.06
Apex of Power,AFC,Sorcery,,no,7RRR,10.0,no,R,M,0.25
"Aphemia, the Cacophony",THB,LegendaryEnchantmentCreature,,no,1B,2.0,no,B,R,0.14
Aphetto Alchemist,ONS,Creature,,no,1U,2.0,no,U,U,4.6
Aphetto Dredging,ONS,Sorcery,,no,3B,4.0,no,B,C,0.24
Aphetto Exterminator,LGN,Creature,,no,2B,3.0,no,B,U,0.19
Aphetto Grifter,ONS,Creature,,no,2U,3.0,no,U,U,0.18
Aphetto Runecaster,SCG,Creature,,no,3U,4.0,no,U,U,0.45
